strategy,ticker,return,max_drawdown,sharpe,win_rate,trades,profit_factor,avg_trade
EMACross,MSFT,-19.885936577558322,-62.173904623288514,-0.17938431283550216,50.0,2,3.7737801109469933,0.8152760698814765
EMACross,NVDA,-100.0,-100.0,0.0,40.0,5,0.09697529311959599,0.0
EMACross,NFLX,-100.0,-100.0,0.0,0.0,6,0.0,0.0
EMACross,TSLA,-32.73221245925907,-70.34261744952485,-0.16521065189551468,80.0,5,14.404123403740815,20.672253876615176
EMACross,SPY,3.4040751521882155,-1.0765212635109656,0.8257158052541893,56.25,16,5.33162440370336,3.996239249577904
EMACross,GOOGL,-100.0,-100.0,0.0,0.0,9,0.0,0.0
EMACross,META,-50.37940863089263,-98.08488787923723,-0.05409782056766504,100.0,2,,12.970786383315636
EMACross,AAPL,-35.562708695962336,-54.05013667032228,-0.41751319833558176,100.0,2,,8.15805801877767
DMA50,QQQ,-100.0,-100.0,0.0,10.0,20,0.011857975388024931,0.0
DMA50,AMZN,-100.0,-100.0,0.0,4.25531914893617,47,0.00037584688882966763,0.0
DMA50,MSFT,-100.0,-100.0,0.0,8.695652173913043,23,0.014530443840642773,0.0
DMA50,NVDA,-100.0,-100.0,0.0,3.4482758620689653,58,0.010551306283617681,0.0
DMA50,NFLX,-100.0,-100.0,0.0,56.25,64,0.4299483581332803,0.0
DMA50,TSLA,-100.0,-100.0,0.0,35.41666666666667,48,0.20193688354365522,0.0
DMA50,SPY,1.676139917804594,-1.7277443188259745,0.4030797905016019,34.146341463414636,41,2.0126332811549017,0.9602087655554925
DMA50,GOOGL,-100.0,-100.0,0.0,3.571428571428571,56,0.007162926761433638,0.0
DMA50,META,-100.0,-100.0,0.0,33.33333333333333,60,0.2728821748113704,0.0
DMA50,AAPL,-100.0,-100.0,0.0,9.090909090909092,22,0.010946891164911534,0.0
SupportResistance,QQQ,-100.0,-100.0,0.0,12.5,16,0.001787771551318504,0.0
SupportResistance,AMZN,-100.0,-100.0,0.0,7.4074074074074066,27,0.005818247801032981,0.0
SupportResistance,MSFT,-100.0,-100.0,0.0,0.0,13,0.0,0.0
SupportResistance,NVDA,-100.0,-100.0,0.0,11.11111111111111,18,0.0076267751311195784,0.0
SupportResistance,NFLX,-100.0,-100.0,0.0,15.0,20,0.0027923839207399915,0.0
SupportResistance,TSLA,-100.0,-100.0,0.0,12.5,16,0.017368354441232917,0.0
SupportResistance,SPY,-20.027081912525738,-27.91846723897593,-0.5518576936365421,61.29032258064516,31,1.0835777550975538,0.044027499436216644
SupportResistance,GOOGL,-100.0,-100.0,0.0,8.333333333333332,24,0.006557703580293854,0.0
SupportResistance,META,-100.0,-100.0,0.0,47.61904761904761,21,0.1158536047479284,0.0
SupportResistance,AAPL,-72.12723176906432,-94.98355241191551,-0.28846559110416714,66.66666666666666,3,2.2753056754822683,1.3171468464902247
TrendPullback,QQQ,-100.0,-100.0,0.0,13.333333333333334,15,0.004653851141453061,0.0
TrendPullback,AMZN,-100.0,-100.0,0.0,8.108108108108109,37,0.003285010605867406,0.0
TrendPullback,MSFT,-100.0,-100.0,0.0,15.0,20,0.00815384901854472,0.0
TrendPullback,NVDA,-100.0,-100.0,0.0,6.25,32,0.008342094344178734,0.0
TrendPullback,NFLX,-100.0,-100.0,0.0,48.0,25,0.3018576720511803,0.0
TrendPullback,TSLA,-100.0,-100.0,0.0,15.0,20,0.021888343897194403,0.0
TrendPullback,SPY,-0.11628181891657732,-1.6906592664826525,-0.026473137676459146,66.66666666666666,15,1.0830970165160547,0.06056080494933891
TrendPullback,GOOGL,-100.0,-100.0,0.0,5.88235294117647,34,0.0008900780540210124,0.0
TrendPullback,META,-100.0,-100.0,0.0,18.75,32,0.07083411048328456,0.0
TrendPullback,AAPL,-68.12452268463821,-93.55784709869249,-0.28756310699324455,100.0,2,,2.615412282117213
